url;status;redirects;final_url;time_ms;indexable;title;h1;canonical;meta_robots;x_robots_tag;content_type;size_bytes;issues;error
https://www.karol-leszczynski.pl/blog/multi-agent-ai-pipeline-do-generowania-tresci/;200;0;https://www.karol-leszczynski.pl/blog/multi-agent-ai-pipeline-do-generowania-tresci/;182;tak;Jak zbudowałem multi-agent AI pipeline do generowania treści — kierownik, pisarze i 6 warstw kontroli jakości | Karol Leszczyński;Jak zbudowałem multi-agent AI pipeline do generowania treści — kierownik, pisarze i 6 warstw kontroli jakości;https://www.karol-leszczynski.pl/blog/multi-agent-ai-pipeline-do-generowania-tresci/;;;text/html;80437;tytuł >65 zn.;
https://www.karol-leszczynski.pl/blog/narzedzie-indeksowanie-stron-google/;200;0;https://www.karol-leszczynski.pl/blog/narzedzie-indeksowanie-stron-google/;153;tak;Automatyczne powiadamianie Google o nowych stronach — jak zbudowałem serverless notifier na AWS Lambda, który indeksuje moje domeny w 48 godzin | Karol Leszczyński;Automatyczne powiadamianie Google o nowych stronach — jak zbudowałem serverless notifier na AWS Lambda, który indeksuje moje domeny w 48 godzin;https://www.karol-leszczynski.pl/blog/narzedzie-indeksowanie-stron-google/;;;text/html;48076;tytuł >65 zn.;
https://www.karol-leszczynski.pl/blog/sklep-internetowy-bez-serwera/;200;0;https://www.karol-leszczynski.pl/blog/sklep-internetowy-bez-serwera/;101;tak;Sklep internetowy bez serwera — jak zbudowałem statyczny e-commerce w Astro, który przebudowuje się sam | Karol Leszczyński;Sklep internetowy bez serwera — jak zbudowałem statyczny e-commerce w Astro, który przebudowuje się sam;https://www.karol-leszczynski.pl/blog/sklep-internetowy-bez-serwera/;;;text/html;43825;tytuł >65 zn.;
https://www.karol-leszczynski.pl/blog/synchronizacja-allegro-api-wlasny-sklep/;200;0;https://www.karol-leszczynski.pl/blog/synchronizacja-allegro-api-wlasny-sklep/;161;tak;Synchronizacja Allegro ↔ własny sklep — jak zbudowałem bidirectional sync, którego nie da Ci żadna wtyczka | Karol Leszczyński;Synchronizacja Allegro ↔ własny sklep — jak zbudowałem bidirectional sync, którego nie da Ci żadna wtyczka;https://www.karol-leszczynski.pl/blog/synchronizacja-allegro-api-wlasny-sklep/;;;text/html;66159;tytuł >65 zn.;
https://www.karol-leszczynski.pl/blog/wlasne-narzedzie-seo-z-ai/;200;0;https://www.karol-leszczynski.pl/blog/wlasne-narzedzie-seo-z-ai/;92;tak;Własne narzędzie do analityki SEO z AI — jak zbudowałem panel do zarządzania 23 domenami, którego nie zastąpi żaden gotowy tool | Karol Leszczyński;Własne narzędzie do analityki SEO z AI — jak zbudowałem panel do zarządzania 23 domenami, którego nie zastąpi żaden gotowy tool;https://www.karol-leszczynski.pl/blog/wlasne-narzedzie-seo-z-ai/;;;text/html;46806;tytuł >65 zn.;
https://www.karol-leszczynski.pl/blog/wlasny-serwer-mcp-do-claude/;200;0;https://www.karol-leszczynski.pl/blog/wlasny-serwer-mcp-do-claude/;202;tak;Własny serwer MCP do Claude.ai - jak dałem Claude bezpośredni dostęp do AWS, SSH, baz danych i kodu na moim dysku | Karol Leszczyński;Własny serwer MCP do Claude.ai - jak dałem Claude bezpośredni dostęp do AWS, SSH, baz danych i kodu na moim dysku;https://www.karol-leszczynski.pl/blog/wlasny-serwer-mcp-do-claude/;;;text/html;55529;tytuł >65 zn.;
https://www.karol-leszczynski.pl/kontakt/;200;0;https://www.karol-leszczynski.pl/kontakt/;160;tak;Kontakt — Karol Leszczyński;Porozmawiajmy o Twoim projekcie;https://www.karol-leszczynski.pl/kontakt/;;;text/html;39705;;
https://www.karol-leszczynski.pl/polityka-prywatnosci/;200;0;https://www.karol-leszczynski.pl/polityka-prywatnosci/;148;nie;Polityka prywatności — Karol Leszczyński;Polityka prywatności;https://www.karol-leszczynski.pl/polityka-prywatnosci/;noindex, nofollow;;text/html;30317;noindex;
https://www.karol-leszczynski.pl/projekty/;200;0;https://www.karol-leszczynski.pl/projekty/;165;tak;Projekty — Portfolio | Karol Leszczyński;Moje projekty;https://www.karol-leszczynski.pl/projekty/;;;text/html;99434;;
https://www.karol-leszczynski.pl/uslugi/;200;0;https://www.karol-leszczynski.pl/uslugi/;142;tak;Usługi — Strony, sklepy, SaaS z AI, automatyzacja | Karol Leszczyński;Usługi;https://www.karol-leszczynski.pl/uslugi/;;;text/html;42442;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/automatyzacja-procesow/;200;0;https://www.karol-leszczynski.pl/uslugi/automatyzacja-procesow/;152;tak;Automatyzacja procesów biznesowych — Make.com, Zapier | Karol Leszczyński;Automatyzacja procesów biznesowych;https://www.karol-leszczynski.pl/uslugi/automatyzacja-procesow/;;;text/html;79555;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/integracje-ai/;200;0;https://www.karol-leszczynski.pl/uslugi/integracje-ai/;175;tak;Integracje AI dla firm — Automatyzacja i wdrożenia | Karol Leszczyński;Integracje AI dla firm;https://www.karol-leszczynski.pl/uslugi/integracje-ai/;;;text/html;76767;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/migracje-sklepow/;200;0;https://www.karol-leszczynski.pl/uslugi/migracje-sklepow/;144;tak;Migracje sklepów internetowych | Karol Leszczyński;Migracje sklepów internetowych;https://www.karol-leszczynski.pl/uslugi/migracje-sklepow/;;;text/html;69239;;
https://www.karol-leszczynski.pl/uslugi/platformy-saas-ai/;200;0;https://www.karol-leszczynski.pl/uslugi/platformy-saas-ai/;205;tak;Platformy SaaS z AI — Inteligentne rozwiązania | Karol Leszczyński;Platformy SaaS z AI;https://www.karol-leszczynski.pl/uslugi/platformy-saas-ai/;;;text/html;78405;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/programista-bydgoszcz/;200;0;https://www.karol-leszczynski.pl/uslugi/programista-bydgoszcz/;151;tak;Programista Bydgoszcz — Full-Stack Developer | Karol Leszczyński;Programista Bydgoszcz;https://www.karol-leszczynski.pl/uslugi/programista-bydgoszcz/;;;text/html;66188;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/programista-torun/;200;0;https://www.karol-leszczynski.pl/uslugi/programista-torun/;134;tak;Programista Toruń — Full-Stack Developer | Karol Leszczyński;Programista Toruń;https://www.karol-leszczynski.pl/uslugi/programista-torun/;;;text/html;57017;;
https://www.karol-leszczynski.pl/uslugi/publikacje-latex/;200;0;https://www.karol-leszczynski.pl/uslugi/publikacje-latex/;175;tak;Publikacje LaTeX/Quarto — Profesjonalny skład | Karol Leszczyński;Publikacje LaTeX/Quarto;https://www.karol-leszczynski.pl/uslugi/publikacje-latex/;;;text/html;73382;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/sklepy-internetowe-bydgoszcz/;200;0;https://www.karol-leszczynski.pl/uslugi/sklepy-internetowe-bydgoszcz/;149;tak;Sklepy internetowe Bydgoszcz — Nowoczesne e-commerce | Karol Leszczyński;Sklepy internetowe Bydgoszcz;https://www.karol-leszczynski.pl/uslugi/sklepy-internetowe-bydgoszcz/;;;text/html;64529;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/sklepy-internetowe-torun/;200;0;https://www.karol-leszczynski.pl/uslugi/sklepy-internetowe-torun/;153;tak;Sklepy internetowe Toruń — E-commerce | Karol Leszczyński;Sklepy internetowe Toruń;https://www.karol-leszczynski.pl/uslugi/sklepy-internetowe-torun/;;;text/html;51433;;
https://www.karol-leszczynski.pl/uslugi/strony-internetowe-bydgoszcz/;200;0;https://www.karol-leszczynski.pl/uslugi/strony-internetowe-bydgoszcz/;124;tak;Tworzenie stron internetowych Bydgoszcz — Strony WWW | Karol Leszczyński;Tworzenie stron internetowych Bydgoszcz;https://www.karol-leszczynski.pl/uslugi/strony-internetowe-bydgoszcz/;;;text/html;65361;tytuł >65 zn.;
https://www.karol-leszczynski.pl/uslugi/strony-www-torun/;200;0;https://www.karol-leszczynski.pl/uslugi/strony-www-torun/;136;tak;Strony internetowe Toruń — Tworzenie stron WWW | Karol Leszczyński;Strony internetowe Toruń;https://www.karol-leszczynski.pl/uslugi/strony-www-torun/;;;text/html;64353;tytuł >65 zn.;
